순서,설치기관명,설치기관 주소,관할보건소,설치장소 주소,설치위치
1738,정읍시보건소,"전라북도 정읍시 수성1로 61, 정읍보건소 (수성동)",정읍시보건소,"전라북도 정읍시 수성1로 61, 정읍보건소 (수성동)",정읍시 보건소 현관로비
1739,수성주공2차아파트,"전라북도 정읍시 수성2로 13-11 (수성동, 주공2단지아파트)",정읍시보건소,"전라북도 정읍시 수성2로 13-11 (수성동, 주공2단지아파트)",수성주공2차아파트 관리사무소
1740,수성주공1차아파트,"전라북도 정읍시 수성2로 13-12 (수성동, 주공1단지아파트)",정읍시보건소,"전라북도 정읍시 수성2로 13-12 (수성동, 주공1단지아파트)",103동 경비실
1741,수성주공1차아파트,"전라북도 정읍시 수성2로 13-12 (수성동, 주공1단지아파트)",정읍시보건소,"전라북도 정읍시 수성2로 13-12 (수성동, 주공1단지아파트)",수성주공1차아파트 관리사무소
1742,제일아파트,전라북도 정읍시 수성3로 26 관리사무소,정읍시보건소,전라북도 정읍시 수성3로 26 관리사무소,제일아파트 관리사무소
1743,정읍경찰서(중앙지구대),전라북도 정읍시 수성5로 45-14 (수성동),정읍시보건소,전라북도 정읍시 수성5로 45-14 (수성동),중앙지구대안 입구
1744,부영1차아파트,전라북도 정읍시 수성택지2길 17,정읍시보건소,전라북도 정읍시 수성택지2길 17,부영1차 아파트 관리사무소
1745,정읍사예술회관,"전라북도 정읍시 시기4길 13, 정읍사 예술회관 (시기동)",정읍시보건소,"전라북도 정읍시 시기4길 13, 정읍사 예술회관 (시기동)",정읍사예술회관 2층 로비
1746,내장상동주민센터,"전라북도 정읍시 신경2길 12-2, 내장상동 주민센터 (상동)",정읍시보건소,"전라북도 정읍시 신경2길 12-2, 내장상동 주민센터 (상동)",내장상동주민센터 1층 현관
1747,신정보건진료소,전라북도 정읍시 신정마을길 38 신정진료소,정읍시보건소,전라북도 정읍시 신정마을길 38 신정진료소,신정진료소 접수실
1748,백산보건진료소,전라북도 정읍시 신태인읍 감곡로 180,정읍시보건소,전라북도 정읍시 신태인읍 감곡로 180,백산보건진료소 1층 진료실 입구
1749,화호보건진료소,전라북도 정읍시 신태인읍 벽골제로 8,정읍시보건소,전라북도 정읍시 신태인읍 벽골제로 8,화호보건진료소 접수실
1750,양괴보건진료소,전라북도 정읍시 신태인읍 석지로 502-7,정읍시보건소,전라북도 정읍시 신태인읍 석지로 502-7,양괴보건진료소 진료실 입구
1751,정읍경찰서(신태인파출소),전라북도 정읍시 신태인읍 신태인중앙로 30 신태인파출소,정읍시보건소,전라북도 정읍시 신태인읍 신태인중앙로 30 신태인파출소,신태인파출소 입구
1752,신태인보건지소,"전라북도 정읍시 신태인읍 신태인중앙로 40, 신태인보건지소",정읍시보건소,"전라북도 정읍시 신태인읍 신태인중앙로 40, 신태인보건지소",진료대기실
1753,신태인실내체육관,"전라북도 정읍시 신태인읍 정신로 1060, 신태인실내체육관",정읍시보건소,"전라북도 정읍시 신태인읍 정신로 1060, 신태인실내체육관",신태인실내체육관 사무실
1754,신태인역,"전라북도 정읍시 신태인읍 정신로 1163, 신태인역",정읍시보건소,"전라북도 정읍시 신태인읍 정신로 1163, 신태인역",신태인역 1층 맞이방
1755,정읍신태인주공아파트,전라북도 정읍시 신태인읍 호남철로 32-13 (정읍신태인주공아파트),정읍시보건소,전라북도 정읍시 신태인읍 호남철로 32-13 (정읍신태인주공아파트),정읍 신태인주공아파트 관리사무소
1756,정읍시외버스공용터미널,"전라북도 정읍시 연지1길 46-4, 터미널 (연지동)",정읍시보건소,"전라북도 정읍시 연지1길 46-4, 터미널 (연지동)",정읍시외버스공용터미널 1층 대합실
1757,풍월보건진료소,전라북도 정읍시 영원면 부월길 185-7,정읍시보건소,전라북도 정읍시 영원면 부월길 185-7,풍월보건진료소 1층 진료실 입구
1758,옹동보건지소,"전라북도 정읍시 옹동면 옹지동촌로 204, 옹동보건지소",정읍시보건소,"전라북도 정읍시 옹동면 옹지동촌로 204, 옹동보건지소",옹동보건지소 접수실
1759,용호보건진료소,전라북도 정읍시 옹동면 용이길 31 옹동용호보건진료소,정읍시보건소,전라북도 정읍시 옹동면 용이길 31 옹동용호보건진료소,용호보건진료소 1층 진료실 입구
1760,산성보건진료소,전라북도 정읍시 옹동면 태산로 2382,정읍시보건소,전라북도 정읍시 옹동면 태산로 2382,산성보건진료소 1층 진료실 입구
1761,국민체육센터,전라북도 정읍시 용흥1길 78-6 (상평동),정읍시보건소,전라북도 정읍시 용흥1길 78-6 (상평동),국민체육센터
1762,한서요양병원,"전라북도 정읍시 월천안길 14, 한서요양병원 (하모동)",정읍시보건소,"전라북도 정읍시 월천안길 14, 한서요양병원 (하모동)",구급차 내부
1763,창동보건진료소,전라북도 정읍시 이평면 창골길 9-12,정읍시보건소,전라북도 정읍시 이평면 창골길 9-12,창동보건진료소 1층 진료실 입구
1764,두전보건진료소,"전라북도 정읍시 이평면 황토현로 113, 두전보건진료소",정읍시보건소,"전라북도 정읍시 이평면 황토현로 113, 두전보건진료소",두전보건진료소 1층 진료실 입구
1765,정읍경찰서(이평파출소),전라북도 정읍시 이평면 황토현로 304 이평파출소,정읍시보건소,전라북도 정읍시 이평면 황토현로 304 이평파출소,이평파출소 안
1766,입암보건지소,"전라북도 정읍시 입암면 문화1길 3-15, 입암보건지소",정읍시보건소,전라북도 정읍시 입암면 접지리 1219-7,진료대기실
1767,천원보건진료소,"전라북도 정읍시 입암면 입암중앙길 32, 천원 보건진료소",정읍시보건소,"전라북도 정읍시 입암면 입암중앙길 32, 천원 보건진료소",천원보건진료소 1층 진료실 입구
1768,정읍경찰서(입암지구대),"전라북도 정읍시 입암면 정읍남로 501, 입암지구대",정읍시보건소,전라북도 정읍시 입암면 정읍남로 501 입암파출소,입암지구대안 입구
1769,회룡보건진료소,"전라북도 정읍시 정우면 수회길 303, 회룡보건진료소",정읍시보건소,"전라북도 정읍시 정우면 수회길 303, 회룡보건진료소",회룡보건진료소 1층 진료실 입구
1770,정우보건지소,"전라북도 정읍시 정우면 정신로 614, 정우보건지소",정읍시보건소,"전라북도 정읍시 정우면 정신로 614, 정우보건지소",정우보건지소 접수실
1771,농업기술센터,전라북도 정읍시 정우면 정우남로 261,정읍시보건소,전라북도 정읍시 정우면 정우남로 261,농업기술센타 1층 민원실
1772,샘고을요양병원,전라북도 정읍시 정읍북로 42-54 (구룡동),정읍시보건소,전라북도 정읍시 정읍북로 42-54 (구룡동),의료기관 구급차 내부
1773,샘고을요양병원,전라북도 정읍시 정읍북로 42-54 (구룡동),정읍시보건소,전라북도 정읍시 정읍북로 42-54 (구룡동),병원 2층 병동
1774,정읍경찰서(과교파출소),전라북도 정읍시 정읍사로 145 과교파출소 (교암동),정읍시보건소,전라북도 정읍시 정읍사로 145 과교파출소 (교암동),과교파출소안 입구
1775,정읍시청소년수련관,전라북도 정읍시 정읍사로 547 (시기동),정읍시보건소,전라북도 정읍시 정읍사로 547 (시기동),정읍시 청소년수련관
1776,정읍경찰서(상황실),전라북도 정읍시 중앙1길 157,정읍시보건소,전라북도 정읍시 중앙1길 157,상황실입구
1777,정읍경찰서,전라북도 정읍시 중앙1길 157 정읍경찰서 (장명동),정읍시보건소,전라북도 정읍시 중앙1길 157 정읍경찰서 (장명동),정읍경찰서안
1778,정읍연지영무예다음아파트,"전라북도 정읍시 중앙로 55 (연지동, 정읍연지동영무예다음)",정읍시보건소,"전라북도 정읍시 중앙로 55 (연지동, 정읍연지동영무예다음)",정읍연지영무예다음아파트 휘트니스 센터
1779,연지아트홀,전라북도 정읍시 중앙로 73 연지아트홀 (연지동),정읍시보건소,전라북도 정읍시 중앙로 73 연지아트홀 (연지동),연지아트홀 로비
1780,첨단LH행복주택아파트,전라북도 정읍시 첨단1로 47 (신정동),정읍시보건소,전라북도 정읍시 첨단1로 47 (신정동),경비실 입구
1781,첨단LH행복주택아파트,전라북도 정읍시 첨단1로 47 (신정동),정읍시보건소,전라북도 정읍시 첨단1로 47 (신정동),관리사무소 입구
1782,정읍시청종합민원과,전라북도 정읍시 충정로 234 (수성동),정읍시보건소,전라북도 정읍시 충정로 234 (수성동),정읍시청 종합민원과 민원실
1783,정읍박병원,"전라북도 정읍시 충정로 324-1, 정읍박병원 (연지동)",정읍시보건소,"전라북도 정읍시 충정로 324-1, 정읍박병원 (연지동)",구급차 내부
1784,(유)베스트응급환자이송센터,"전라북도 정읍시 충정로 330, (유)베스트응급환자이송센터 (연지동)",정읍시보건소,"전라북도 정읍시 충정로 330, (유)베스트응급환자이송센터 (연지동)",구급차 내부(73무 4640)
1785,정읍성신병원,"전라북도 정읍시 충정로 344-5, 전라병원 (연지동)",정읍시보건소,"전라북도 정읍시 충정로 344-5, 전라병원 (연지동)",의료기관 구급차 내부
1786,정읍경찰서(농소파출소),전라북도 정읍시 충정로 545 농소파출소 (공평동),정읍시보건소,전라북도 정읍시 충정로 545 농소파출소 (공평동),농소파출소안 입구
1787,반곡보건진료소,"전라북도 정읍시 칠보면 칠보산로 1171, 보건진료소",정읍시보건소,"전라북도 정읍시 칠보면 칠보산로 1171, 보건진료소",반곡보건진료소 1층 진료실 입구
1788,칠보물테마유원지,전라북도 정읍시 칠보면 칠보산로 1555 칠보물테마유원지,정읍시보건소,전라북도 정읍시 칠보면 칠보산로 1555 칠보물테마유원지,칠보물테마유원지 휴게동 건물 1층
1789,칠보보건지소,"전라북도 정읍시 칠보면 칠보중앙로 148, 칠보보건소",정읍시보건소,"전라북도 정읍시 칠보면 칠보중앙로 148, 칠보보건소",칠보보건지소 접수실
1790,정읍경찰서(칠보파출소),전라북도 정읍시 칠보면 칠보중앙로 97 칠보파출소,정읍시보건소,전라북도 정읍시 칠보면 칠보중앙로 97 칠보파출소,칠보파출소 안
1791,백암보건진료소,전라북도 정읍시 칠보면 흥삼이1길 3,정읍시보건소,전라북도 정읍시 칠보면 흥삼이1길 3,백암진료소 접수실
1792,매계보건진료소,"전라북도 정읍시 태인면 북태길 181-3, 매계 보건진료소",정읍시보건소,"전라북도 정읍시 태인면 북태길 181-3, 매계 보건진료소",매계보건진료소 1층 진료실 입구
1793,태인보건지소,"전라북도 정읍시 태인면 정읍북로 1185, 태인보건지소",정읍시보건소,"전라북도 정읍시 태인면 정읍북로 1185, 태인보건지소",태인보건지소 접수실
1794,고천보건진료소,전라북도 정읍시 태인면 태인동서로 489,정읍시보건소,전라북도 정읍시 태인면 태인동서로 489,고천보건진료소 1층 진료실 입구
1795,정읍경찰서(태인파출소),전라북도 정읍시 태인면 태인로 41 태인파출소,정읍시보건소,전라북도 정읍시 태인면 태인로 41 태인파출소,태인파출소 안
1796,상동현대1차아파트,전라북도 정읍시 하신경9길 14-21 관리사무소,정읍시보건소,전라북도 정읍시 하신경9길 14-21 관리사무소,상동현대1차아파트 관리사무소
1797,상동휴먼시아2단지아파트,전라북도 정읍시 학산로 89-71 관리사무소,정읍시보건소,전라북도 정읍시 학산로 89-71 관리사무소,상동휴먼시아2단지아파트 관리사무소
1798,상동휴먼시아3단지아파트,전라북도 정읍시 학산로 89-72 관리사무소,정읍시보건소,전라북도 정읍시 학산로 89-72 관리사무소,상동휴먼시아3단지아파트 관리사무소
