"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"전북","남원","4519010301","용평","사매초교(신)","전라북도 남원시 사매면 오신리","063-634-8008","524"
"전북","남원","4519010301","용평","오현마을회관(신)","전라북도 남원시 사매면 오신리","063-634-8557","23"
"전북","남원","4519010301","용평","보절초등학교(신)","전라북도 남원시 보절면 신파리","063-634-4049","591"
"전북","남원","4519010301","용평","양선마을회관(신)","전라북도 남원시 덕과면 신양리","","28"
"전북","남원","4519010301","용평","내황마을회관(신)","전라북도 남원시 보절면 황벌리","063-364-4423","26"
"전북","남원","4519010301","용평","사촌마을회관(신)","전라북도 남원시 보절면 사촌리","063-634-4854","53"
"전북","남원","4519010301","용평","남원시청","전라북도 남원시 도통동","063-634-4949",""
"전북","남원","4519010301","용평","대정리마을회관","전라북도 임실군 오수면 대정리","063-642-4157","30"
"전북","남원","4519010301","용평","덕과초교","전라북도 남원시 덕과면 고정리","063-626-2106","60"
"전북","남원","4519010301","용평","사매초교","전라북도 남원시 사매면 오신리","063-634-8008","60"
"전북","남원","4519010301","용평","오현마을회관","전라북도 남원시 사매면 오신리","","25"
"전북","남원","4519010301","용평","양선마을회관","전라북도 남원시 덕과면 신양리","","25"
"전북","남원","4519010301","용평","보절초교","전라북도 남원시 보절면 신파리","063-634-4049","150"
"전북","남원","4519010301","용평","내황마을회관","전라북도 남원시 보절면 황벌리","","25"
"전북","남원","4519010301","용평","사촌리마을회관","전라북도 남원시 보절면 사촌리","","25"
"충남","서산.태안","4482510003","장곡","태안","충청남도 태안군 태안읍 동문리","041-674-0112",""
"충남","서산.태안","4482510003","장곡","고남면사무소","충청남도 태안군 고남면 고남리","",""
"충남","서산.태안","4482510003","장곡","고남초등학교","충청남도 태안군 고남면 장곡리","","151"
"충남","서산.태안","4482510003","장곡","안중초등학교","충청남도 태안군 안면읍","041-673-5372","30"
"전남","보성","4678010125","담안","보성 아산병원","전라남도 보성군 미력면","061-850-3114",""
"전남","보성","4678010125","담안","웅치초등학교","전라남도 보성군 웅치면 중산리","061-852-6006","1000"
"전남","보성","4678010126","학동","명봉교회","전라남도 보성군 노동면 명봉리","061-852-0145","100"
"전남","보성","4678010126","학동","노동면사무소","전라남도 보성군 노동면 광곡리","061-852-0301",""
"충남","서산.태안","4421010052","산수","연화사","충청남도 서산시 해미면 반양리","041-688-5766",""
"충남","서산.태안","4421010052","산수","언암초등학교","충청남도 서산시 해미면 기지리","041-688-2621",""
"충남","서산.태안","4421010052","산수","반양초등학교","충청남도 서산시 해미면 반양리","041-688-1368",""
"충남","서산.태안","4421010052","산수","삼송2리마을회관","충청남도 서산시 해미면 삼송리","041-688-3025","25"
"충남","서산.태안","4421010052","산수","고북초등학교","충청남도 서산시 고북면 기포리","041-669-6305","559"
"충남","서산.태안","4421010052","산수","해미초등학교","충청남도 서산시 해미면 읍내리","041-688-1591","500"
"충남","서산.태안","4421010052","산수","황락리마을회관","충청남도 서산시 해미면 황락리","041-688-3104","25"
"충남","서산.태안","4421010042","성암","남중초등학교","충청남도 서산시 운산면 소중리","",""
"충남","서산.태안","4421010042","성암","운신초등학교","충청남도 서산시 운산면 신창리","041-688-4100",""
"충남","서산.태안","4421010042","성암","동암초등학교","충청남도 서산시 음암면 신장리","041-669-2252",""
"충남","서산.태안","4421010042","성암","황락리마을회관","충청남도 서산시 해미면 황락리","041-688-3104","25"
"충남","서산.태안","4421010042","성암","해미초등학교","충청남도 서산시 해미면 읍내리","041-688-1591","500"
"충남","서산.태안","4421010042","성암","음암초등학교","충청남도 서산시 음암면 도당리","041-669-6211","30"
"충남","서산.태안","4421010042","성암","운산초등학교","충청남도 서산시 운산면 용장리","041-669-6340","50"
"충남","서산.태안","4421010042","성암","운산감리교회","충청남도 서산시 운산면 용장리","041-663-4069","40"
"충남","서산.태안","4421010042","성암","삼송2리마을회관","충청남도 서산시 해미면 삼송리","041-688-3025","25"
"충남","서산.태안","4421010042","성암","가좌1리마을회관","충청남도 서산시 운산면 가좌리","041-663-3429","20"
"충남","서산.태안","4421010053","황락","해미초등학교","충청남도 서산시 해미면 읍내리","041-688-1591","300"
"충남","서산.태안","4421010053","황락","해미면사무소","충청남도 서산시 해미면 읍내리","",""
"충남","서산.태안","4421010053","황락","반양초등학교","충청남도 서산시 해미면 반양리","041-688-1368","200"
"충남","서산.태안","4421010053","황락","언암초등학교","충청남도 서산시 해미면 기지리","041-688-9041","200"
"충남","서산.태안","4421010045","고풍","신송마을회관","충청남도 서산시 고북면 신송리","","50"
"충남","서산.태안","4421010045","고풍","서산휴게소","충청남도 서산시 해미면 삼송리","041-688-7714","200"
"충남","서산.태안","4421010045","고풍","당산초교","충청남도 당진군 송산면 당산리","041-353-3873","200"
"충남","서산.태안","4421010045","고풍","성당초교","충청남도 당진군 당진읍 사기소리","041-356-9491","200"
"충남","서산.태안","4421010045","고풍","여미리새마을회관","충청남도 서산시 운산면 여미리","041-664-9551","50"
"충남","서산.태안","4421010045","고풍","고대중학교","충청남도 당진군 고대면 대촌리","041-353-8639","300"
"충남","서산.태안","4421010045","고풍","고대초등학교","충청남도 당진군 고대면 진관리","041-353-8041","200"
"충남","서산.태안","4421010045","고풍","송산초등학교","충청남도 당진군 송산면 상거리","041-353-7081","200"
"충남","서산.태안","4421010045","고풍","탑동초등학교","충청남도 당진군 당진읍 채운리","041-354-1252","420"
"충남","서산.태안","4421010045","고풍","계성초등학교","충청남도 당진군 당진읍 읍내리","041-352-4031","500"
"충남","서산.태안","4421010045","고풍","당진초등학교","충청남도 당진군 당진읍","041-357-3750","640"
"충남","서산.태안","4421010045","고풍","천의초등학교","충청남도 당진군 정미면 천의리","041-353-2010","140"
"충남","서산.태안","4421010045","고풍","정미초등학교","충청남도 당진군 정미면 매방리","041-353-2078","200"
"충남","서산.태안","4421010045","고풍","면천초등학교","충청남도 당진군 면천면 성상리","041-356-3091","200"
"충남","서산.태안","4421010045","고풍","면천중학교","충청남도 당진군 면천면 성상리","041-356-3086","420"
"충남","서산.태안","4421010045","고풍","운신초등학교","충청남도 서산시 운산면 신창리","041-688-4100","50"
"충남","서산.태안","4421010045","고풍","서산휴게소","충청남도 서산시 해미면 삼송리","041-688-8814","200"
"충남","서산.태안","4421010044","용현","운산면사무소","충청남도 서산시 운산면 용장리","041-663-4005",""
"충남","서산.태안","4421010044","용현","운산면사무소","충청남도 서산시 운산면 고풍리","",""
"충남","서산.태안","4421010044","용현","유계2리 마을회관","충청남도 서산시 음암면","","50"
"충남","서산.태안","4421010044","용현","운산초등학교","충청남도 서산시 운산면 신창리","","151"
"충남","서산.태안","4421010043","신창","한국전력공사 서산지사","충청남도 서산시 석림동","041-660-8369",""
"충남","서산.태안","4421010043","신창","KT 서산지사","충청남도 서산시 동문동","041-666-0099",""
"충남","서산.태안","4421010043","신창","대전지방기상청","대전광역시 유성구 구성동","042-862-0367",""
"충남","서산.태안","4421010043","신창","육군 제1789부대 1대대","충청남도 서산시","041-689-3523",""
"충남","서산.태안","4421010043","신창","서산소방서","충청남도 서산시 예천동","041-689-0354",""
"충남","서산.태안","4421010043","신창","서산경찰서","충청남도 서산시 읍내동","041-689-9324",""
"충남","서산.태안","4421010043","신창","MBC 대전방송국","대전광역시 유성구 도룡동","042-330-3000",""
"충남","서산.태안","4421010043","신창","음암면사무소","충청남도 서산시 음암면 도당리","041-660-3512",""
"충남","서산.태안","4421010043","신창","충남지역본부","대전광역시 서구 둔산동","042-480-0259",""
"충남","서산.태안","4421010043","신창","음암면사무소","충청남도 서산시 음암면 도당리","041-660-3512",""
"충남","서산.태안","4421010043","신창","한국가스안전공사 충남지역본부","충청남도 천안시 동남구 청당동","041-561-0019",""
"충남","서산.태안","4421010043","신창","서산태안지사","충청남도 서산시 석림동","041-660-4781",""
"충남","서산.태안","4421010043","신창","서산시청","충청남도 서산시 읍내동","041-660-2758",""
"충남","서산.태안","4421010043","신창","서산교육지원청","충청남도 서산시 읍내동","041-660-0305",""
"충남","서산.태안","4421010043","신창","거성1리 회관","충청남도 서산시 운산면 거성리","041-669-1055","36"
"충남","서산.태안","4421010043","신창","웅소성리회관","충청남도 서산시 해미면 웅소성리","041-688-4379","48"
