대피소명,소재지,전화번호,수용가능인원
창기3마을회관,충청남도 태안군 안면읍 창기리,041-673-3392,60
창기4리마을회관,충청남도 태안군 안면읍 창기리,041-673-5616,100
군농교회,전라남도 보성군 회천면 군농리,061-852-8404,150
보성군청,전라남도 보성군 보성읍 보성리,061-850-5944,
일로노인복지관,전라남도 무안군 일로읍 월암리,061-285-6013,800
전라남도청(감돈),전라남도 무안군 삼향읍 남악리,061-286-3291,
일로초등학교,전라남도 무안군 일로읍 월암리,061-281-3043,1100
삼향동초등학교,전라남도 무안군 삼향읍 맥포리,061-281-9502,600
감돈마을회관,전라남도 무안군 일로읍 감돈리,061-282-5582,50
무안군청(감돈),전라남도 무안군 무안읍 성동리,061-450-5823,
목포시청(감돈),전라남도 목포시 용당동,061-270-8242,
만경촌,경상북도 의성군 단밀면 위중리,054-862-8868,150
단밀중학교,경상북도 의성군 단밀면,054-862-1903,400
단밀초등학교,경상북도 의성군 단밀면,054-862-0010,180
KT 고성지사,강원특별자치도 고성군 간성읍 신안리,033-681-0007,
고성종합체육관,강원특별자치도 고성군 간성읍 상리,033-680-3550,818
고성종합체육관,강원특별자치도 고성군 간성읍 상리,033-680-3550,818
고성군청,강원특별자치도 고성군 간성읍 하리,033-680-3396,
고성종합 체육관,강원특별자치도 고성군 간성읍 상리,033-680-3579,818
동호2리 마을회관,강원특별자치도 고성군 간성읍 동호리,033-681-2250,30
공현전초교,강원특별자치도 고성군 죽왕면 공현진리,033-632-9460,240
죽왕초교 구성분교,강원특별자치도 고성군 죽왕면 구성리,033-632-0519,121
고성군,강원특별자치도 고성군 간성읍 ,033-680-3751,
고성군청,강원특별자치도 고성군 간성읍 하리,033-680-3396,
강촌경로당,경기도 안성시 삼죽면 내강리,031-674-0551,24
상장경로당,경기도 안성시 삼죽면 내장리,031-676-9476,22
삼죽초등학교2호동교사,경기도 안성시 삼죽면 덕산리,031-672-4081,179
삼죽초등학교강당,경기도 안성시 삼죽면 덕산리,031-672-4081,162
삼죽초등학교체육관,경기도 안성시 삼죽면 덕산리,031-672-4081,581
풍산개테마공원,경기도 안성시 삼죽면 덕산리,031-672-4348,300
하덕경로당,경기도 안성시 삼죽면 덕산리,031-673-5825,36
상덕경로당,경기도 안성시 삼죽면 덕산리,,19
풍산개테마공원,경기도 안성시 삼죽면 덕산리,031-672-4348,300
하덕경로당,경기도 안성시 삼죽면 덕산리,031-673-5825,36
안성시청,경기도 안성시 봉산동,031-678-2971,
동아방송대학교,경기도 안성시 삼죽면,031-674-2991,1110
죽산초등학교,경기도 안성시 죽산면,031-675-1127,350
백암고등학교(체육관),경기도 용인시 처인구 백암면 근창리,070-5031-9114,592
원삼초등학교(교사1호동),경기도 용인시 처인구 원삼면 독성리,031-339-0776,406
삼인종합학습관,전라북도 고창군 아산면 삼인리,063-562-1569,430
소요사,전라북도 고창군 부안면 용산리,063-564-1227,50
부계초등학교,대구광역시 군위군 부계면 춘산리,054-382-2180,300
부계중학교,대구광역시 군위군 부계면 춘산리,054-382-2588,400
대율초등학교(폐교),대구광역시 군위군 부계면 대율리,,300
성1리마을노인회관,대구광역시 군위군 효령면 성리,054-382-9748,30
장기1리마을노인회관,대구광역시 군위군 효령면 장기리,054-382-2209,30
경기창조고등학교,경기도 안성시 공도읍 만정리,031-646-2207,514
웅교리선녀경로당,경기도 안성시 공도읍 웅교리,,36
문기경로당,경기도 안성시 공도읍 마정리,031-618-2581,20
신촌마을경로당,경기도 안성시 공도읍 승두리,031-658-5655,25
만정초등학교,경기도 안성시 공도읍 만정리,031-692-5614,238
공도중학교,경기도 안성시 공도읍 만정리,031-652-5552,300
부영아파트,경기도 안성시 공도읍 만정리,031-678-3611,30
공도읍사무소,경기도 안성시 공도읍 만정리,031-678-3610,134
공도초등학교,경기도 안성시 공도읍 만정리,031-651-2004,204
만정중학교,경기도 안성시 공도읍 만정리,031-692-5623,200
장서경로당,경기도 안성시 양성면 장서리,031-674-1955,35
난실2리경로당,경기도 안성시 양성면 난실리,,34
난실경로당,경기도 안성시 양성면 난실리,031-673-7471,32
북부경로당,경기도 안성시 양성면 노곡리,031-671-6386,37
염티마을경로당,경기도 안성시 양성면 노곡리,031-674-4555,50
미산3리경로당,경기도 안성시 양성면 미산리,031-673-9875,59
원삼중학교(교사동),경기도 용인시 처인구 원삼면 고당리,031-332-8006,456
좌항초등학교,경기도 용인시 처인구 원삼면 좌항리,031-334-4227,569
일죽청소년야영장,경기도 안성시 일죽면 장암리,031-674-7212,209
방초초등학교,경기도 안성시 일죽면 방초리,031-672-5083,150
경기도청,경기도 수원시 권선구 권선동,031-230-2800,
두원공과대학,경기도 안성시 죽산면 장원리,031-670-7000,500
한실경로당,경기도 안성시 죽산면 죽산리,031-676-9996,44
죽산중학교,경기도 안성시 죽산면 죽산리,031-676-6321,288
죽산고등학교,경기도 안성시 죽산면 죽산리,031-8056-6300,895
일죽초등학교,경기도 안성시 일죽면 송천리,031-672-2523,1998
일죽중학교,경기도 안성시 일죽면 송천리,031-8046-6230,402
일죽청소년야영장,경기도 안성시 일죽면 장암리,031-674-7212,209
방초초등학교,경기도 안성시 일죽면 방초리,031-672-5083,136
두원공과대학,경기도 안성시 죽산면 장원리,031-8056-7000,350
경기도,경기도 수원시 권선구 권선동,031-230-2800,
양대초등학교,충청남도 천안시 서북구 입장면 하장리,041-584-5044,613
현매초등학교,경기도 안성시 서운면 현매리,031-673-2386,326
서운중학교,경기도 안성시 서운면 인리,031-673-4081,562
서운초등학교,경기도 안성시 서운면 동촌리,031-672-9081,388
옥산중학교,경상북도 의성군 옥산면 구성리,054-833-2215,370
옥전초등학교,경상북도 의성군 옥산면 정자리,054-833-9041,490
전흥1리경로당,경상북도 의성군 옥산면 전흥리,054-833-5997,30
금봉2리 마을회관,경상북도 의성군 옥산면 금봉리,054-833-3727,30
입암2리경로회관,경상북도 의성군 옥산면 입암리,,0
금봉1리 마을회관,경상북도 의성군 옥산면 금봉리,054-833-3624,30
금봉초등폐교,경상북도 의성군 옥산면 금봉리,054-833-9041,150
옥산중학교,경상북도 의성군 옥산면 구성리,054-833-2215,0
전흥교회,경상북도 의성군 옥산면 전흥리,054-833-3108,30
옥전초등학교,경상북도 의성군 옥산면 정자리,054-833-2215,0
전흥1리경로회관,경상북도 의성군 옥산면 전흥리,054-833-5997,0
하탑노인정,전라남도 신안군 지도읍 탄동리,061-275-0667,30
내동경로당,전라남도 신안군 지도읍 탄동리,061-262-2677,25
탄동경로당,전라남도 신안군 지도읍 탄동리,061-275-0548,20
원달마을노인정,전라남도 신안군 지도읍 탄동리,,50
지명중학고,전라남도 신안군 지도읍 광정리,061-275-0540,300
지명고등학교,전라남도 신안군 지도읍 읍내리,061-275-0320,183
지도초등학교,전라남도 신안군 지도읍 읍내리,061-275-4567,375
신안군청(탄동),전라남도 신안군 압해읍 신장리,061-240-8903,
전라남도청(탄동),전라남도 무안군 삼향읍 남악리,061-286-3721,
신안군(지도읍사무소),전라남도 신안군 지도읍 읍내리,061-240-3448,
소보중학교(폐교),대구광역시 군위군 소보면 송원리,054-382-4067,450
서경용수리경로당,대구광역시 군위군 소보면 서경리,,30
평호리마을노인회관,대구광역시 군위군 소보면 평호리,054-382-4983,30
양성중학교,경기도 안성시 양성면,031-670-7900,1101
미곡초등학교,경기도 안성시 양성면,031-674-0306,62
양진초등학교,경기도 안성시 공도읍 진사리,031-655-7540,3864
양진중학교,경기도 안성시 공도읍 진사리,031-8046-7702,2043
고삼제일교회,경기도 안성시 고삼면,031-673-5846,62
안법고등학교,경기도 안성시,031-674-3413,1609
어울초등학교,경기도 안성시 대덕면,031-677-9342,1943
도하초등학교,충청남도 천안시 서북구 성환읍,041-581-0684,343
대홍초등학교,충청남도 천안시 서북구 성환읍,041-581-2700,666
신가초등학교,충청남도 천안시 서북구 성환읍,041-581-2702,407
부용초등학교,경기도 평택시 팽성읍,031-691-5946,1922
합정초등학교,경기도 평택시,031-652-2814,1246
개정초등학교,경기도 안성시 미양면 개정리,031-672-8987,280
보체초등학교,경기도 안성시 미양면 보체리,031-677-8084,180
미양초등학교,경기도 안성시 미양면 양지리,031-673-1997,180
광덕초등학교,경기도 안성시 대덕면 내리,031-676-8943,120
공도초등학교,경기도 안성시 공도읍 용두리,031-651-2004,204
공도중학교,경기도 안성시 공도읍 만정리,031-651-2004,300
문기초등학교,경기도 안성시 공도읍 양기리,031-618-0559,295
대덕초등학교,경기도 안성시 대덕면 모산리,031-676-0630,260
주정경로당,경기도 안성시 원곡면 반제리,,25
양성초등학교,경기도 안성시 양성면 동항리,031-672-2868,118
명덕초등학교,경기도 안성시 대덕면 진현리,031-676-9825,50
가율초등학교,경기도 안성시 보개면 이전리,031-676-4082,60
서삼초등학교,경기도 안성시 보개면 남풍리,031-372-4082,280
경기도청,경기도 수원시 권선구 권선동,031-8008-3135,
안성시청,경기도 안성시 봉산동,031-678-2971,
경기도,경기도 수원시 권선구 권선동,031-230-2800,
용머리초등학교,경기도 안성시 공도읍 용두리,031-658-0541,291
만정중학교,경기도 안성시 공도읍 만정리,031-678-9700,1542
안성고등학교외 5개소,경기도 안성시 일죽면 금산리,031-673-1921,0
문기초등학교,경기도 안성시 공도읍 양기리,031-618-0559,295
대덕초등학교,경기도 안성시 대덕면 모산리,031-676-0630,260
공도초등학교,경기도 안성시 공도읍 용두리,031-651-2004,204
공도중학교,경기도 안성시 공도읍 만정리,031-651-2004,300
개정초등학교,경기도 안성시 미양면 개정리,031-672-8987,280
미양초등학교,경기도 안성시 미양면 양지리,031-673-1997,180
보체초등학교,경기도 안성시 미양면 보체리,031-677-8084,180
광덕초등학교,경기도 안성시 대덕면 내리,031-676-8943,50
안성여고,경기도 안성시 신소현동,031-673-1911,717
비룡초등학교,경기도 안성시 당왕동,031-676-0282,1340
백성초등학교,경기도 안성시 금산동,031-674-3232,333
안성초등학교,경기도 안성시 구포동,031-674-5803,121
안성중학교,경기도 안성시 일죽면 금산리,031-673-2142,200
안성고교,경기도 안성시 금산동,031-673-1922,1022
안청중학교,경기도 안성시 당왕동,031-673-3124,378
보개초등학교,경기도 안성시 보개면 복평리,031-675-3470,100
마전초등학교,경기도 안성시 삼죽면 마전리,031-672-4087,454
마전노인회관,경기도 안성시 삼죽면 마전리,,10
서운중학교,경기도 안성시 서운면 인리,031-672-9052,176
서운초등학교,경기도 안성시 서운면 동촌리,031-674-9081,457
개산초등학교,경기도 안성시 금광면 개산리,031-672-3082,1250
던전실성당,경기도 안성시 금광면 개산리,,100
조령초등학교,경기도 안성시 금광면 사흥리,031-672-3084,100
금광제일감리교회,경기도 안성시 금광면 사흥리,,100
경북중부중학교,경상북도 의성군 비안면 이두리,054-861-6912,1800
이두초교,경상북도 의성군 비안면 이두리,054-861-7015,280
구천교회,경상북도 의성군 구천면 용사리,054-861-9005,137
비안중학교,경상북도 의성군 비안면 이두리,054-861-6912,150
이두초교,경상북도 의성군 비안면 이두리,054-861-7015,150
구천교회,경상북도 의성군 구천면 용사리,054-861-9005,100
소호 보건진료소,경상북도 의성군 구천면 소호리,054-861-0025,30
이두초교,경상북도 의성군 비안면 이두리,054-861-7015,150
구천교회,경상북도 의성군 구천면 용사리,054-861-9005,100
소호보건진료소,경상북도 의성군 구천면 소호리,054-861-0025,30
비안중학교,경상북도 의성군 비안면 이두리,054-861-6912,150
